graph_id,source_node,target_node,weight
13,6,7,0.23839425993754426
13,6,9,0.14081402173641566
13,7,8,0.22788074361577582
13,8,11,0.1801789397316411
13,9,11,0.3555875499811928
13,10,11,0.1437450721013823
14,0,1,0.21533256454565908
14,0,2,0.3148340155994258
14,0,3,0.8040344240582664
14,0,4,0.17724201158117664
14,0,5,0.8976339337409237
14,0,6,0.8798777764913587
14,0,8,0.9779927922998175
14,1,9,0.6507535273621613
14,2,9,0.1487792808917482
14,3,9,0.548764389638941
14,4,7,0.20116780521465366
14,5,7,0.4394894030758021
14,6,7,0.9337433557642639
14,7,9,0.6180300678215065
14,8,9,0.5371609558712193
15,0,1,0.8057486553883977
15,0,2,0.9755372618907997
15,0,4,0.4880102012343145
15,0,5,0.536183089789421
15,0,11,0.9059011719297574
15,1,3,0.2099894885000116
15,1,6,0.6115957999072904
15,1,8,0.9583239375985755
15,2,6,0.6074682917563953
15,2,9,0.8800852045599898
15,2,10,0.15245267419760994
15,3,7,0.36612328920918025
15,4,8,0.3673818112533208
15,4,9,0.519410444694771
15,5,7,0.6570242568028377
15,5,10,0.11893551171136384
15,6,7,0.6597443141611365
15,6,10,0.6329718144616018
15,7,8,0.6226071986451173
15,8,12,0.7137160180477883
15,9,12,0.8010359111794056
15,10,12,0.8655367437491
15,11,12,0.9304291236768123
16,0,1,0.30578165158388654
16,0,3,0.4551863083459331
16,0,7,0.2559976364808564
16,0,10,0.422747768769442
16,1,2,0.1287986313037628
16,2,4,0.425011370655345
16,3,4,0.7183836647135223
16,3,6,0.8447940060991406
16,3,9,0.1933674631903998
16,4,5,0.9402040873294143
16,4,8,0.473578587530461
16,5,6,0.46103343091298776
16,5,8,0.6409791402754426
16,6,11,0.8092860345409302
16,7,8,0.911077109974319
16,8,9,0.6089139472275836
16,9,11,0.8716471424225551
16,10,11,0.22562592078111712
17,0,1,0.6005655338996304
17,0,2,0.7304657862604448
17,0,10,0.9898537523052185
17,1,7,0.452928010805989
17,2,3,0.2516527184229798
17,2,4,0.9798566999827987
17,2,5,0.8966108977540851
17,2,6,0.39885546914790837
17,3,7,0.25835635028843795
17,4,6,0.9545629880996354
17,5,7,0.8947011447236212
17,6,7,0.5133228117088557
17,6,9,0.9274638328598969
17,7,8,0.5717295198596118
17,8,11,0.7919956615740903
17,9,11,0.8923172051339648
17,10,11,0.8169480936859238
18,0,1,0.7225150031343154
18,0,2,0.9956488567601542
18,0,5,0.5944206063129963
18,0,6,0.9757129723665908
18,0,8,0.6418769262140552
18,1,3,0.9023437798965899
18,1,4,0.21197782376470414
18,2,7,0.7429834609666957
18,3,7,0.761019939645667
18,4,7,0.8578975786830344
18,5,9,0.9672969515441504
18,6,7,0.2355520720017406
18,7,9,0.7140526551727432
18,8,9,0.6403587592371063
19,0,1,0.21652086850537328
19,0,10,0.23464357871969077
19,1,2,0.966001738771217
19,1,3,0.995419888808937
19,1,4,0.6123691670673651
19,1,5,0.9003287754076532
19,1,6,0.8651682633796203
19,1,7,0.741448424727736
19,2,8,0.7506133330707014
19,3,5,0.43638899888091975
19,3,6,0.10743584638921447
19,3,7,0.474586173644705
19,4,5,0.14996327915595783
19,4,7,0.21958617357921487
19,5,6,0.49329162108305
19,5,9,0.4198562716520058
19,6,7,0.2214216532048785
19,7,11,0.2595832560874877
19,8,9,0.6704927270927334
19,9,11,0.5686900398231086
19,10,11,0.9007458653856888
20,0,1,0.9491639871928489
20,0,5,0.685214906542347
20,0,6,0.9342130502888197
20,0,7,0.4044001981922052
20,0,9,0.2185395884694061
20,1,2,0.824952234687336
20,1,3,0.12016994320976514
20,2,10,0.30251794877313964
20,3,4,0.23239896769161242
20,4,10,0.5523527953933479
20,5,8,0.7626036646392194
20,6,8,0.1820674132204975
20,7,10,0.39709539585957054
20,8,10,0.5407876546376466
20,9,10,0.30619064514517097
21,0,1,0.43027993984500634
21,0,4,0.8320851729833841
21,0,10,0.8548405776422798
21,1,2,0.2321780339303089
21,2,3,0.8404930970252927
21,2,7,0.6064623474555757
21,3,5,0.43613396845346963
21,3,6,0.6347418364350859
21,3,7,0.6269815750987804
21,3,9,0.2679987433135418
21,4,11,0.6504623568590271
21,5,6,0.20892079542806347
21,5,9,0.8220178471278619
21,6,7,0.6095625999234299
21,6,9,0.8004273562351835
21,7,8,0.9718515480642183
21,8,9,0.5017027734493584
21,9,11,0.7772916880579379
21,10,11,0.734285596686617
22,0,1,0.7205977483144083
22,0,2,0.11921565176910308
22,0,3,0.9351575876004871
22,0,5,0.9593181710167347
22,0,10,0.7633020472730025
22,1,6,0.5868729379101222
22,2,4,0.824256962362979
22,3,4,0.8162542576295038
22,3,6,0.6872392105277797
22,3,9,0.3344249517647445
22,4,11,0.799278611951767
22,5,9,0.47087870895917494
22,6,7,0.4296364651832707
22,6,8,0.1351800078680463
22,7,9,0.702063015555238
22,8,9,0.5366415660219985
22,9,11,0.7147816196438896
22,10,11,0.6285707208969921
23,0,1,0.8330832360597752
23,0,2,0.28481140215060685
23,0,11,0.34976055600945094
23,1,3,0.2715183697962019
23,1,4,0.8612726845828484
23,1,5,0.8531717918647227
23,1,6,0.9372695449002663
23,1,8,0.7356326207426979
23,2,3,0.8745241302025681
23,2,4,0.9905238356660688
23,2,6,0.5632523318748844
23,2,7,0.12537846843294634
23,2,9,0.31077413798461384
23,2,10,0.8845357438677813
23,3,6,0.7598103768166713
23,3,8,0.1716587578578687
23,3,10,0.8435654628566233
23,4,7,0.9919071785561999
23,4,8,0.3410475674135024
23,4,10,0.6718500223124808
23,5,6,0.21015735544890873
23,5,7,0.6366489235513646
23,5,8,0.9568178530460708
23,5,10,0.3786235042728995
23,6,7,0.7141711906237261
23,6,9,0.39107511411508067
23,6,10,0.23347596712594426
23,7,9,0.643773202532942
23,7,10,0.5357144394694272
23,8,10,0.3205004735752862
23,9,10,0.42255097004580955
23,10,12,0.16050644543065537
23,11,12,0.7111849427090245
24,0,1,0.8420159660479385
24,0,3,0.7289335238326573
24,0,4,0.8769632311544722
24,0,9,0.9850629136961412
24,0,10,0.6819830537727678
24,1,2,0.6580059920564066
24,2,5,0.3550292729654344
24,2,6,0.5901874526660188
24,3,5,0.3985220257891383
24,4,7,0.35998641270848997
24,4,8,0.5949429717449155
24,5,7,0.7980262938938034
24,6,11,0.9242515502566527
24,7,11,0.3389915914187648
24,8,11,0.7385887802729147
24,9,11,0.8332722044139659
24,10,11,0.44128349329540717
25,0,1,0.8773450282920825
25,0,2,0.3954889029891536
25,0,6,0.9819463147548981
25,0,9,0.18080058697109608
25,1,5,0.6407142234001697
25,2,3,0.7077766158030245
25,2,4,0.33956619619478734
25,2,8,0.9763158535871567
25,3,7,0.520092134923644
25,4,10,0.1812067171182749
25,5,7,0.9216044977002804
25,6,8,0.6176862975885805
25,7,10,0.5704370465419024
25,8,10,0.9212193009334031
25,9,10,0.9188268024946508
26,0,1,0.9808730133921844
26,0,2,0.5331827560692668
26,0,3,0.4328743001217409
26,0,5,0.7098907276355917
26,0,8,0.17478413508691998
26,0,9,0.9001423554825407
26,1,4,0.9426118052529464
26,2,10,0.500503473200338
26,3,7,0.26740675191358776
26,4,6,0.49246475528636013
26,5,6,0.14886388405068643
26,6,10,0.42100593102362516
26,7,10,0.15589138341348313
26,8,10,0.28982109302787545
26,9,10,0.839836885887541
27,0,1,0.3760266454452932
27,0,2,0.9841670823150169
27,0,3,0.5910365247135206
27,0,5,0.5319251969062326
27,0,6,0.28631460869723147
27,0,10,0.6184199474872619
27,1,4,0.7999961830812918
27,1,7,0.6996312646511161
27,1,9,0.49813483336211006
27,2,9,0.9354609447994608
27,3,8,0.8623344214898871
27,4,9,0.6430574579741913
27,5,9,0.771336424618395
27,6,9,0.18086944294702478
27,7,11,0.9151824603859147
27,8,9,0.8475790114307328
27,9,11,0.9051519546349249
27,10,11,0.32391723739940903
28,0,1,0.6147141278847734
28,0,2,0.3624930535585732
28,0,5,0.8731585776846372
28,0,8,0.9594772887110987
28,0,9,0.6990982867865845
28,1,3,0.1871505804511947
28,1,6,0.23853931099741055
28,2,4,0.38859289144906173
28,2,7,0.6939579370977222
28,3,4,0.14906984946232751
28,4,6,0.40874661331923834
28,4,7,0.8745889212756836
28,5,7,0.6963211067390038
28,6,10,0.7023629991727954
28,7,10,0.8732281323178102
28,8,10,0.9013656452887971
28,9,10,0.21268807188644603
29,0,1,0.19925223633755496
29,0,2,0.6130920300764987
29,0,3,0.38612532327161286
29,0,5,0.359082848229469
29,0,8,0.1738144018344272
29,0,9,0.21791163538219283
29,1,4,0.2069128048261762
29,2,6,0.2730443566208458
29,3,10,0.8612948250917741
29,4,6,0.7308522387177345
29,5,10,0.3490358655782715
29,6,7,0.8763511790156326
29,7,10,0.15867414740279118
29,8,10,0.8664131856664444
29,9,10,0.9313637548287532
30,0,1,0.2379125875111137
30,0,2,0.384454937809775
30,0,10,0.5048583538344145
30,1,3,0.9055320143663034
30,1,4,0.1819283326981765
30,1,5,0.3013553120121196
30,1,6,0.3399649534408392
30,1,7,0.4732526310284403
30,1,8,0.5438339400192372
30,2,7,0.5654713660111437
30,3,9,0.18105924555985053
30,4,7,0.8748639704688851
30,4,9,0.3574203498830901
30,5,11,0.4267941531957592
30,6,8,0.9681898403191412
30,6,9,0.932790325460936
30,7,8,0.6554780829032743
30,8,9,0.8151458818027096
30,9,11,0.4663818871361133
30,10,11,0.6965574273999019
31,0,1,0.9659259102680465
31,0,2,0.7375672131165509
31,0,3,0.9764263139288986
31,0,4,0.1628541756451793
31,0,9,0.40581710629370094
31,1,8,0.272264634291414
31,2,5,0.8865563421180882
31,3,6,0.35014846939555344
31,3,7,0.5927012794771644
31,4,10,0.6428401073939809
31,5,6,0.9733528617983067
31,6,10,0.6827051034923625
31,7,10,0.14657781027526579
31,8,10,0.49759041307032204
31,9,10,0.6047590670412338
32,0,1,0.7010230436908897
32,0,2,0.36843134534762856
32,0,3,0.6699549588797179
32,0,4,0.8286415320973379
32,0,6,0.796361897266246
32,0,10,0.48196308604014937
32,1,11,0.15314039857099623
32,2,7,0.6985579767575093
32,3,5,0.14177686605097956
32,3,9,0.7484603056316121
32,4,11,0.9308863101232544
32,5,7,0.28587616227988094
32,6,8,0.4920765749337249
32,6,9,0.9814310721994254
32,7,11,0.6772400971595882
32,8,11,0.8885044338869867
32,9,11,0.5203524312647956
32,10,11,0.3963486241081521
33,0,1,0.33782308774574044
33,0,2,0.27287105339761986
33,0,4,0.7871091428244725
33,0,10,0.6205085538012268
33,1,3,0.9517107759307516
33,1,5,0.6532390656275157
33,1,9,0.5212922157917859
33,2,3,0.19789261832742688
33,2,8,0.7235389354720024
33,3,9,0.662813126049759
33,4,6,0.9492593527828216
33,4,7,0.13001756696689315
33,4,8,0.9387852851697365
33,5,6,0.1150720362405305
33,5,8,0.16146483476234993
33,6,11,0.9016931672607941
33,7,11,0.1602912998183167
33,8,9,0.719211050991874
33,9,11,0.44208719190556667
33,10,11,0.5201353989962907
34,0,1,0.6936510881796197
34,0,2,0.30590737973479765
34,0,4,0.9016204214316699
34,0,10,0.238417673803804
34,1,3,0.1511541794483341
34,1,6,0.8010201728355754
34,1,7,0.8606068094665404
34,2,6,0.8995718012881445
34,2,7,0.4139746079027735
34,2,8,0.2522938944616382
34,3,5,0.1461676899826889
34,4,11,0.1174163199199846
34,5,11,0.4211305237032026
34,6,8,0.841101835175329
34,6,9,0.3662309398393948
34,7,8,0.5974402564452803
34,7,9,0.95726381532181
34,8,11,0.22372297950870842
34,9,11,0.531467142576352
34,10,11,0.6033660873881732
35,0,1,0.37897548232380884
35,0,2,0.3181004734331092
35,0,3,0.26314227406737273
35,0,4,0.7571497812426391
35,0,9,0.4889564535351586
35,1,10,0.5591718658995546
35,2,6,0.1312311212670221
35,2,7,0.8504320838522078
35,3,8,0.25100118949928507
35,4,5,0.17365885035479023
35,5,6,0.49956834783361925
35,6,7,0.3232543619975049
35,7,10,0.21364611387414803
35,8,10,0.9662114537182674
35,9,10,0.9493563087690736
36,0,1,0.765159174837063
36,0,2,0.4829524524386388
36,0,3,0.9492268565722966
36,0,10,0.927054027440856
36,1,4,0.6376834379659239
36,1,8,0.29772001588567554
36,2,11,0.8365540827823469
36,3,4,0.5844130170409272
36,3,6,0.48694079075012264
36,3,7,0.777105298265636
36,3,8,0.18242111797261057
36,4,5,0.13780599614413117
36,4,7,0.5372248415033184
36,4,8,0.6429278783149373
36,5,6,0.5970306392203333
36,6,11,0.2351658129881671
36,7,9,0.4702556949758827
36,8,9,0.928219445197072
36,9,11,0.788208872974408
36,10,11,0.9009428413434897
37,0,1,0.8150924049871695
37,0,2,0.8988032110838431
37,0,3,0.5020464892142907
37,0,10,0.7130769215511533
37,1,8,0.28805932856072436
37,2,8,0.27843356677473285
37,3,4,0.7972851151832923
37,3,5,0.8149502119773449
37,3,7,0.9109987847118954
37,3,9,0.9227091788193633
37,4,7,0.39919600222883334
37,4,8,0.1576771990655475
37,5,6,0.6950662710985691
37,5,7,0.5184545740758195
37,6,8,0.3416958274017612
37,7,8,0.3078122601626992
37,8,9,0.722144009100265
37,9,11,0.41535088671715703
37,10,11,0.32490655099305565
38,0,1,0.5788866462121669
38,0,2,0.9336661031201383
38,0,9,0.5339198295426216
38,1,3,0.3809016267383696
38,1,4,0.5872295194304148
38,1,6,0.5262728457236416
38,2,3,0.32706612522896567
38,2,4,0.785648909015973
38,2,5,0.5487274420421083
38,2,8,0.9482810640178359
38,3,5,0.6869526604642877
38,4,10,0.5026074150702258
38,5,7,0.21637048348431798
38,5,8,0.836645774097683
38,6,10,0.16711426479779673
38,7,10,0.6122073172509358
38,8,10,0.3640454302256011
38,9,10,0.46699331026135893
39,0,1,0.7810942129901917
39,0,5,0.49209075197922103
39,0,9,0.7305817932336841
39,1,2,0.2436863781351156
39,1,4,0.4688812074921699
39,2,3,0.19730306325957925
39,2,4,0.6315051390765056
39,2,6,0.9973170504655152
39,2,7,0.27539528726317275
39,2,8,0.7247084019345735
39,3,4,0.9179412716912966
39,3,7,0.30359179169424433
39,3,8,0.13518632072315795
39,4,8,0.11034063074811953
39,5,8,0.8054136802676093
39,6,10,0.504015600371874
39,7,10,0.8686351847884172
39,8,10,0.6743390664920904
39,9,10,0.6287133410540713
40,0,1,0.9862847609589999
40,0,2,0.6989962925363189
40,0,4,0.41670376605725623
40,0,10,0.5400995900599508
40,1,9,0.9163586313403723
40,2,3,0.3018232425935391
40,2,5,0.5754287170742584
40,3,6,0.12647954139422676
40,4,5,0.264968090168722
40,4,8,0.42377266935799063
40,5,6,0.41993546237441925
40,5,7,0.5751085047354612
40,5,9,0.4652325442268159
40,6,7,0.6514215450534951
40,7,11,0.7200357777992459
40,8,9,0.3845212586487753
40,9,11,0.18362271789431056
40,10,11,0.26675475359954137
41,0,1,0.4328719733792331
41,0,3,0.43375541653654714
41,0,4,0.8747877235937344
41,0,10,0.18526968560260704
41,1,2,0.477186074464619
41,2,6,0.7131927688915769
41,2,8,0.26993702071855175
41,3,5,0.8923254345558718
41,3,7,0.6366425776365346
41,3,9,0.9409987272278172
41,4,5,0.3773650963711078
41,4,7,0.3433435057257079
41,4,9,0.989751807211239
41,5,6,0.4063673154492796
41,6,8,0.9562753058244555
41,7,8,0.24375570763320598
41,7,9,0.629785852735306
41,8,9,0.3696000593538751
41,9,11,0.317017232059174
41,10,11,0.39417746869898596
42,0,1,0.7670093026127655
42,0,2,0.9575633053353897
42,0,8,0.5569934730518051
42,0,9,0.9500292840390179
42,1,3,0.3343533713097464
42,1,4,0.37689468028216955
42,1,7,0.6457781372586316
42,2,3,0.8842979312023177
42,2,7,0.9879980292326942
42,3,4,0.334749617676392
42,3,5,0.26469858932947676
42,4,5,0.2240326965321277
42,4,6,0.8852557253770972
42,5,10,0.36272898629299855
42,6,7,0.6791172005376747
42,7,10,0.7191830915583106
42,8,10,0.6956815695167146
42,9,10,0.8061332049213318
43,0,1,0.18258807709227504
43,0,3,0.7678843438902602
43,0,9,0.5430373533902596
43,1,2,0.8778070851567347
43,1,5,0.1647023007591893
43,1,6,0.8791894396985325
43,1,7,0.3025067598896769
43,2,4,0.1634478907301862
43,2,5,0.9503229502194441
43,2,6,0.8041881499812124
43,3,6,0.11067098328597101
43,3,7,0.6372352501335744
43,3,8,0.9491508582581657
43,4,6,0.9359878880320599
43,5,6,0.13386799634166702
43,6,10,0.24740834795121833
43,7,10,0.43122670637249394
43,8,10,0.15990328100485515
43,9,10,0.46120557555863295
44,0,1,0.5479513961722862
44,0,2,0.6741445567653769
44,0,3,0.9125318290500041
44,0,4,0.5533330954553988
44,0,8,0.906237533986421
44,1,6,0.32183162932159237
44,1,7,0.9636630731536378
44,2,9,0.188611502444318
44,3,6,0.23076556899415185
44,4,5,0.6741265089057263
44,5,6,0.5075123851589878
44,6,7,0.8720010628870944
44,7,9,0.9499995225369449
44,8,9,0.7587780523248127
45,0,1,0.36681414772429455
45,0,2,0.48404397318221726
45,0,3,0.252020641627215
45,0,11,0.47285163889474
45,1,4,0.575341357100299
45,1,6,0.49953827670913176
45,1,8,0.5308686419377133
45,2,9,0.2989401110092058
45,3,4,0.23867855600345692
45,3,5,0.6182523188823116
45,4,6,0.3865450674647818
45,4,7,0.5174238455196892
45,4,9,0.37938598585762795
45,5,6,0.1444771338066574
45,6,7,0.7195173290455489
45,6,9,0.6994831448733688
45,6,10,0.3236858515507152
45,7,12,0.7784199907784389
45,8,12,0.5958762322643841
45,9,10,0.5623052802587568
45,10,12,0.2677529099778105
45,11,12,0.7887855867728176
46,0,1,0.7984491351318309
46,0,5,0.12733756576549798
46,0,10,0.7129963549488908
46,1,2,0.39885351886921727
46,1,3,0.7875110846722404
46,1,6,0.3097870896081094
46,1,7,0.9727542015208525
46,1,8,0.4358562235463914
46,1,9,0.9546622167659131
46,2,7,0.8219682922870716
46,2,8,0.7389950472547472
46,2,9,0.9818297086564483
46,3,4,0.6446452995172683
46,3,6,0.4557580954816042
46,3,8,0.6978905911707775
46,4,7,0.39856648877099143
46,4,8,0.7544661467211883
46,5,8,0.9073968008388323
46,5,9,0.4828158766743653
46,6,7,0.7123385444105413
46,6,9,0.22761329757152263
46,7,11,0.5507911993259635
46,8,11,0.7677244948761552
46,9,11,0.9010883525851991
46,10,11,0.29558360898957403
47,0,1,0.9580456525219183
47,0,5,0.276400481090771
47,0,10,0.4095656209026759
47,1,2,0.39464542872891606
47,1,3,0.3334357340151187
47,1,6,0.4509500449455195
47,1,9,0.1813167827907083
47,2,3,0.7166895885465979
47,3,4,0.738288152526959
47,3,6,0.9162407241659807
47,3,8,0.8375025757960013
47,3,9,0.45267654724502426
47,4,9,0.24542090010001008
47,5,7,0.976710480717915
47,5,8,0.7093767040390886
47,6,7,0.8676751122865904
47,6,9,0.6942396810045138
47,7,8,0.3679658010489335
47,7,9,0.2358706483704111
47,8,11,0.6252931567801686
47,9,11,0.8745151930119482
47,10,11,0.46203538022736423
48,0,1,0.2917428019974411
48,0,2,0.4138139043338397
48,0,4,0.17886180195694412
48,0,11,0.2982596802169225
48,1,5,0.48977561857997476
48,1,7,0.6669151475006706
48,1,9,0.3039958413412597
48,2,3,0.3774995079817378
48,2,6,0.3386374608193399
48,3,9,0.12553114150478578
48,3,10,0.5925780457139976
48,4,6,0.23430351121087128
48,4,8,0.2223879320965323
48,4,9,0.2223510609500196
48,5,12,0.9705721884059615
48,6,12,0.7857123603228571
48,7,12,0.4899959993392162
48,8,10,0.48091478258827214
48,9,12,0.4742271891255325
48,10,12,0.6838584358941964
48,11,12,0.8547773415590061
49,0,1,0.9809360674768863
49,0,11,0.7270295281162783
49,1,2,0.1422057754930237
49,1,3,0.27392570633262625
49,1,6,0.31999717620003054
49,1,7,0.42238959095090056
49,1,8,0.9502018598017073
49,1,9,0.9954105938779445
49,2,3,0.9402010629179832
49,2,9,0.8341342881009133
49,3,4,0.42850103853307586
49,3,5,0.10570940848438735
49,3,6,0.8940722761840686
49,3,10,0.4100901484364088
49,4,6,0.8327063302804146
49,4,7,0.33573859581140164
49,4,10,0.462323294845291
49,5,7,0.7030396581256114
