graph_id,node_id,node_degree,error
12,2,4,-1.158618029152438
12,3,3,0.09154869660283259
12,4,2,-0.19379413536741086
12,5,2,-0.09544572445537973
12,6,5,0.03883092787546537
12,7,4,0.09594070729319654
12,8,2,-0.047906590536507795
12,9,2,0.9567101112902366
12,10,2,0.2866631124991635
12,11,4,0.624892224475942
13,0,5,1.6407761900724382
13,1,6,0.26147397236726505
13,2,3,1.815095569323495
13,3,3,1.128579270758959
13,4,4,0.26212149898783393
13,5,2,0.7531824380746996
13,6,3,-0.0973491714405399
13,7,5,2.9763217310135146
13,8,5,4.166618453956761
13,9,5,2.2043282875619554
13,10,2,2.2135505469952474
13,11,3,3.1803336413556114
14,0,4,0.16505938568396178
14,1,5,1.8856298767965198
14,2,2,1.0351298616129407
14,3,4,0.22785384970076927
14,4,3,0.06551026388810122
14,5,2,-0.3533159570152613
14,6,2,-0.30336207107992635
14,7,3,-1.0757966497721545
14,8,4,-0.5140126401790363
14,9,4,-0.017853486540589554
14,10,2,0.07159006642587876
14,11,5,2.782332736093999
15,0,5,0.4717402398416952
15,1,4,1.2590126203726169
15,2,2,0.4169320995307441
15,3,2,0.061135833146113386
15,4,2,1.378379349248643
15,5,2,-0.7698317482685793
15,6,2,1.2891043240846674
15,7,2,-0.08010662134294795
15,8,2,2.599021300000757
15,9,2,-0.2671893075773048
15,10,2,0.9350604854628021
15,11,7,2.96742757504645
16,0,4,1.07780804954626
16,1,3,1.786649316249169
16,2,2,0.9215478970989227
16,3,2,0.37534751806448924
16,4,2,-0.84704869130348
16,5,2,-0.752827114912965
16,6,4,0.20426154126812215
16,7,2,0.26279487689744135
16,8,3,-0.843079028395326
16,9,4,1.2033142886568777
16,10,2,1.8401830507348431
16,11,4,2.0805719914311585
17,0,4,-1.4148758392321632
17,1,4,-3.609065487729622
17,2,3,-1.5691223941746593
17,3,4,-0.7171005379330682
17,4,3,-0.2769358625387154
17,5,3,-0.29551840507444965
17,6,4,-1.3236854145256254
17,7,4,-1.4026478955237178
17,8,4,-1.2830354257941081
17,9,4,-3.846755440166751
17,10,2,-1.4239335085689249
17,11,3,-3.9272558896808905
18,0,6,0.12812600779221944
18,1,3,-0.21363344895036696
18,2,2,1.2573218811197842
18,3,2,1.2332236941187118
18,4,2,-0.6298560889931
18,5,3,0.6049989319744165
18,6,2,0.4459772198835607
18,7,3,0.9716771571084883
18,8,4,0.883448326414459
18,9,2,-0.5076049708597619
18,10,2,-0.01734257428502453
18,11,3,-0.7477429482396658
19,0,4,1.4898203269518944
19,1,4,2.530025224512484
19,2,3,1.057605642719726
19,3,3,3.2221294961864686
19,4,2,1.5319878534933462
19,5,2,-0.32092148385993
19,6,2,0.8968360149638687
19,7,2,0.968277005140226
19,8,2,1.14204507141701
19,9,4,0.1417061023624484
19,10,2,-0.4690927674071026
19,11,4,0.5043332736324915
20,0,3,1.3911674324122112
20,1,7,1.1057451435574488
20,2,2,1.5227672956837535
20,3,3,2.0511733928472426
20,4,2,1.8800014524241218
20,5,2,1.5907453116420172
20,6,3,3.0711672211935657
20,7,2,1.5511476206521182
20,8,2,0.2492307021041995
20,9,4,1.9309013174095315
20,10,2,0.9618081291327002
20,11,6,8.024581174213264
21,0,4,-1.5323495903351148
21,1,4,-1.5367625896709156
21,2,5,-1.1030207001437076
21,3,4,-0.028190211250286867
21,4,2,-0.8239298476128363
21,5,3,-1.4605744434887047
21,6,2,-1.1527252540532227
21,7,2,-0.4474387252273002
21,8,3,-4.628190015517629
21,9,3,-3.2275122126065043
21,10,2,1.0707915646560775
21,11,6,-3.615854528004789
22,0,4,1.1759789060910975
22,1,3,1.3199752597746959
22,2,2,-0.21504875763954223
22,3,3,0.5800449971408418
22,4,3,0.5732518361748373
22,5,4,-0.29896305300498394
22,6,3,-0.34427800490414895
22,7,4,0.3914465151537253
22,8,3,2.498304103034081
22,9,3,0.13275991429185618
22,10,2,-0.7652102762541376
22,11,4,0.6085773059700235
23,0,4,0.8960692438848048
23,1,6,2.821224190644633
23,2,3,-0.35253266349257806
23,3,4,-0.5137921329084241
23,4,4,2.1455239378936337
23,5,6,1.9964622062972328
23,6,6,4.061153922617932
23,7,2,-0.9355088030223212
23,8,3,1.2125916698409178
23,9,6,4.031655142047277
23,10,2,0.22532315483074536
23,11,4,0.15860948336499658
24,0,4,0.9913086892253916
24,1,4,0.32606559059399465
24,2,2,0.5186884606952654
24,3,2,-0.6035921519991096
24,4,2,0.33767478900396963
24,5,5,3.1462934104898768
24,6,4,1.9601740205447094
24,7,3,2.6315640815084063
24,8,5,4.140246342625595
24,9,3,2.4551968628624983
24,10,2,0.6193215807132707
24,11,4,1.321262273426658
25,0,6,0.30157994204097455
25,1,2,-0.9828758875697687
25,2,2,-0.5396928422939246
25,3,2,-0.5820033009720509
25,4,4,-1.6416633970430503
25,5,2,1.1816604884091568
25,6,3,-1.658865023168029
25,7,3,-1.5759516909934632
25,8,4,-0.2535599189303528
25,9,3,0.5274408746606273
25,10,2,0.28421291541268495
25,11,5,-0.15232007777893686
26,0,7,0.871032320174863
26,1,2,-0.5648092126069629
26,2,2,1.3658960509697669
26,3,2,0.2685386777199821
26,4,2,-0.45865412204544176
26,5,2,1.0580769456641481
26,6,2,2.535961896623332
26,7,2,-2.8978694604485336
26,8,2,1.007259044176448
26,9,2,0.5908948470175953
26,10,2,-0.9196937577004247
26,11,7,-0.03751860914906435
27,0,5,1.0019954580918045
27,1,4,0.4981018843854348
27,2,2,0.44642377685079127
27,3,4,0.6621637974984121
27,4,5,1.3633098620507007
27,5,2,1.8611137431625728
27,6,3,-0.261959793374917
27,7,3,1.34983436843373
27,8,2,1.2002790320449304
27,9,3,2.6274284042059644
27,10,2,1.3476295370700844
27,11,5,2.5442682409090325
28,0,4,0.7334474971890707
28,1,3,-0.36148429072285615
28,2,2,-0.021902513691461678
28,3,3,1.2425511854387998
28,4,4,-0.4225534378640212
28,5,2,0.5418723086007879
28,6,2,0.19100534644362313
28,7,2,-1.6215731541444047
28,8,4,0.40628472740872434
28,9,3,-1.0413099456854447
28,10,2,0.05382860643392037
28,11,5,-0.7895482836825672
29,0,4,1.4407742853856411
29,1,3,0.00290486717486213
29,2,3,1.1244192408808338
29,3,5,0.779097402214507
29,4,3,-0.2891152166128033
29,5,3,2.764186961544787
29,6,2,1.6648410397739017
29,7,3,2.093166913016562
29,8,4,3.1765107265653754
29,9,3,2.531195513146381
29,10,2,0.18030291506287222
29,11,5,4.599749175206426
30,0,4,0.6268230803839452
30,1,4,0.5556192616660701
30,2,2,0.6762201975205827
30,3,4,1.2873795255780969
30,4,2,1.0141226125923595
30,5,3,1.419561492889666
30,6,2,0.4888305872667749
30,7,4,1.0667833287661594
30,8,4,1.5770285666832828
30,9,5,5.078469801580573
30,10,2,1.0529573526872285
30,11,2,2.186613705391923
31,0,4,0.4511431139281057
31,1,2,2.2251604974356214
31,2,3,0.5945366019983187
31,3,6,2.584265301695403
31,4,4,2.0561766791151292
31,5,2,1.8202126488807608
31,6,4,2.494021084488542
31,7,3,1.8480697703532047
31,8,4,3.250312466403327
31,9,5,3.5171120695042632
31,10,2,0.23483483172521533
31,11,3,5.3234882465027304
32,0,6,0.048319845635069025
32,1,3,1.1795416579054077
32,2,3,-0.163163963284471
32,3,3,-0.4646827148445249
32,4,3,-0.0055280364346999775
32,5,5,-0.07033192078911583
32,6,3,1.7757463261663549
32,7,2,-1.47552592863608
32,8,2,0.08655746853029865
32,9,4,-1.2990620581092358
32,10,2,-0.6808694354910474
32,11,4,0.6740505534219734
33,0,6,0.7043913153091148
33,1,2,-0.4388279323648294
33,2,3,0.9076505672929399
33,3,2,0.19190454049342348
33,4,2,2.2154177579847634
33,5,2,1.2559625135722172
33,6,3,0.35160155550927163
33,7,2,0.8891451471771327
33,8,3,2.017878257085952
33,9,4,2.4868858532655276
33,10,2,0.3729291127866853
33,11,5,5.473271349107899
34,0,5,1.4392938322162818
34,1,5,0.8037692343479869
34,2,3,0.03913685995314586
34,3,2,-0.16926879825990118
34,4,3,0.19497198544427086
34,5,3,0.583743679520675
34,6,2,1.1099040648571001
34,7,5,-0.6800575025824771
34,8,3,-0.05112406840503028
34,9,5,2.3566050309430224
34,10,2,2.1276763675505443
34,11,4,4.209920796756223
35,0,4,0.03778633502425651
35,1,4,-1.6568245767086596
35,2,3,1.7970034334417129
35,3,2,-1.801487660896886
35,4,3,-0.8698490869852724
35,5,2,-1.4038118521923009
35,6,3,-1.0773977423138146
35,7,2,-0.7956231897268058
35,8,4,-2.557787437188854
35,9,2,-2.259419378114594
35,10,2,0.2816852955106931
35,11,5,-3.009286356032691
36,0,4,-0.11889492064684522
36,1,4,-1.3802567288865513
36,2,2,0.8467076242209289
36,3,4,-1.722343551336662
36,4,2,-0.9779792702859695
36,5,3,-0.3252882088956787
36,6,2,-1.735530274038365
36,7,3,-0.367877791300497
36,8,4,-2.993729681747381
36,9,3,-3.294271166696078
36,10,2,1.2782855510800448
36,11,3,-0.4567901764549095
37,0,4,-0.7874355444075785
37,1,3,0.13705497912273726
37,2,2,-0.6107873276500325
37,3,4,-0.8748375178112734
37,4,4,-0.290098015108721
37,5,3,-0.01385663247678861
37,6,3,-0.0018540325867259233
37,7,2,0.30766200622077966
37,8,2,-1.3044083804341993
37,9,4,-1.2575062662310432
37,10,2,-0.9062096232963616
37,11,5,-1.4106778193296314
38,0,4,-0.39056561142659396
38,1,4,-0.18531953709134824
38,2,4,0.20835925870119937
38,3,2,1.1239323634640876
38,4,3,3.465858098609501
38,5,3,1.569236638335449
38,6,2,-3.15635399492041
38,7,2,1.3369892310574225
38,8,3,-0.013661153023676157
38,9,4,1.283558889501907
38,10,2,-0.17003016981656127
38,11,3,0.7890918227415135
39,0,6,-1.4589304000944832
39,1,3,0.12002550408864181
39,2,4,0.4923691399938572
39,3,3,-1.2737924548326451
39,4,2,-0.328819167392723
39,5,3,-0.8869689700767251
39,6,4,0.2021673396614337
39,7,2,-0.14820605139741308
39,8,2,-0.38062571558012065
39,9,7,0.5183247305902815
39,10,2,-1.6232408293626424
39,11,2,-1.7762349191224271
40,0,4,1.4756864981690747
40,1,3,-1.3217039600824212
40,2,4,-1.5647661659207035
40,3,4,-0.2683477990681744
40,4,4,-0.1123996343642587
40,5,3,-1.013214578961471
40,6,6,-3.8835439393325717
40,7,6,-1.776281200293517
40,8,2,0.35327409738521093
40,9,2,0.1980164453100019
40,10,2,0.02062699709492491
40,11,4,-1.5747354864671372
41,0,6,-0.3671825410461015
41,1,2,1.2410335788999347
41,2,2,-0.22154711834549418
41,3,3,-1.4197067766011995
41,4,2,-1.0375367367120532
41,5,3,0.7073438372933935
41,6,2,0.8120227401928688
41,7,2,-1.681577970614233
41,8,2,-1.280621097928821
41,9,3,-1.0158729311608872
41,10,2,-0.3246723103956576
41,11,5,-0.9837275388912162
42,0,6,-2.1910303771768374
42,1,4,-0.2864452972998932
42,2,2,-1.4442430951006298
42,3,2,-0.6386438247328934
42,4,2,-1.5270328596043454
42,5,4,0.14580685892999629
42,6,2,-1.527011268218256
42,7,6,-1.7504156442799435
42,8,3,-0.8177974963356299
42,9,3,-2.7027133627929643
42,10,2,-1.0066001738522203
42,11,4,-6.090935464852722
43,0,3,-0.05451268559791958
43,1,4,0.2236880180227181
43,2,3,1.031351346715551
43,3,3,-1.2274373336158901
43,4,3,-1.6007096612415908
43,5,3,-1.901518150364169
43,6,2,2.064944557406723
43,7,4,1.2448055285028161
43,8,3,-0.22176281846073442
43,9,5,-1.8246757113148608
43,10,2,-0.8150978514457705
43,11,3,-3.0595295842399954
44,0,4,-0.26419700795245543
44,1,3,-1.3269248985449669
44,2,2,-1.6018848885073427
44,3,2,-0.21779066385540835
44,4,4,-0.4936391175860865
44,5,4,-1.5419132656020718
44,6,4,-3.0323471366574895
44,7,3,-0.9078435541838326
44,8,3,-1.7255519592307682
44,9,5,-3.3485277544417498
44,10,2,0.7370857341990895
44,11,2,-0.8991561438897913
45,0,3,0.20325707442933638
45,1,6,0.3476520610234962
45,2,3,0.7747995605418839
45,3,2,0.8062204972813931
45,4,4,-0.5340715164594372
45,5,4,-1.5172436227569763
45,6,2,-1.1815812620094992
45,7,2,0.9016870373396397
45,8,5,-1.471383606813037
45,9,3,-1.1916706088946472
45,10,2,1.5124759826349679
45,11,4,1.6944085507016469
46,0,6,-0.3301849318101941
46,1,2,1.6121635627237385
46,2,3,1.0571748374402679
46,3,2,-1.203188540765533
46,4,2,-1.0072704949646039
46,5,2,1.1667955338993938
46,6,3,-0.25515001552505273
46,7,2,-0.4553832717982566
46,8,3,-0.2325645814266269
46,9,2,1.0648486378897537
46,10,2,0.41868724557408177
46,11,5,1.4933432054088926
47,0,4,-0.7835516819995616
47,1,3,-0.18810287093304875
47,2,3,2.2697281099432463
47,3,5,0.9211659184283479
47,4,2,1.0854544034357438
47,5,2,1.171170024434875
47,6,3,1.311336593058822
47,7,2,0.29124827685366783
47,8,3,1.4356165499503992
47,9,5,1.5983373852374492
47,10,2,2.779021180579472
47,11,4,2.1470571584619687
48,0,3,1.0659871607468083
48,1,3,1.1263677289731815
48,2,2,1.792281842717972
48,3,2,0.05337344537675136
48,4,3,1.8027388430828473
48,5,4,2.109749179810776
48,6,4,1.95531759412937
48,7,3,3.766659498208091
48,8,2,0.5565082983318197
48,9,3,5.211056794428608
48,10,2,0.6966774675207058
48,11,5,6.289391051395626
49,0,2,-0.03888039946015366
49,1,6,-0.2218990069377489
49,2,3,-0.5039554214944044
49,3,4,0.3126362916540446
49,4,3,-0.08121542917209365
49,5,3,0.8239496340180319
49,6,2,0.1392137053109079
49,7,3,0.486854684641694
49,8,2,1.196856819979876
49,9,4,-0.10541292028163168
49,10,2,2.4747389173644967
49,11,4,3.9887537564580984
50,0,6,-1.3565326184353517
50,1,2,0.33875802643546954
50,2,2,-0.528649133688533
50,3,2,0.28920697288074804
50,4,2,-1.063665111055688
50,5,3,-2.8354287438141075
50,6,3,0.5235995062364557
50,7,5,-2.1871625477850882
50,8,2,-0.38347485053861735
50,9,3,-3.267161277796714
50,10,2,-2.2330864836557707
50,11,4,-6.300027827190831
51,0,5,-0.2751623420550001
51,1,3,0.38214085387152696
51,2,3,-1.762948443859784
51,3,2,-3.7736968644911766
51,4,4,-0.7311277841105366
51,5,2,-0.6275818456445894
51,6,6,-4.619150129975303
51,7,2,-0.05324273837250107
51,8,4,-2.1507764034732393
51,9,4,-3.4078807701826372
51,10,2,0.6897329557638403
51,11,3,-4.670673104410447
52,0,3,-1.659764752826964
52,1,4,-0.923571749307297
52,2,2,-1.0028931724789578
52,3,2,-1.5974755458748184
52,4,2,-1.7199526103477036
52,5,2,0.5509980964158941
52,6,2,2.436689496052691
52,7,2,1.0148608828848316
52,8,3,0.883271516894462
52,9,2,1.7582954677741567
52,10,2,-1.0854428687266955
52,11,4,0.9320608633381845
53,0,4,0.031976698859845866
53,1,3,-0.2538416177576571
53,2,3,0.23251016947308145
53,3,2,0.7303310875677054
53,4,3,0.997482750247698
53,5,2,1.4794951574021264
53,6,3,0.659249348677543
53,7,2,0.10975842757319945
53,8,5,3.530521681850424
53,9,3,1.233325944100506
53,10,2,-0.05484314871294391
53,11,4,3.283965635520153
54,0,4,-2.265322567256135
54,1,4,-0.509011229839714
54,2,5,-2.4912431240798103
54,3,4,-2.161537670782392
54,4,2,-1.7776045217714471
54,5,2,-2.001656127695119
54,6,3,-0.2291672103004943
54,7,4,-2.6787685626988886
54,8,2,-0.11569326019801486
54,9,4,-0.4537590479524628
54,10,2,-0.31962476608441387
54,11,4,-2.1682518008918983
55,0,4,-0.9472755023146597
55,1,3,0.13492757330502242
55,2,4,0.9114830679622282
55,3,3,-2.411594419580199
55,4,2,-0.2058588278789069
55,5,3,1.1668668946977006
55,6,2,1.468766636718919
55,7,3,-1.4227012187577002
55,8,3,-2.893661205936132
55,9,4,-1.9675220969073126
55,10,2,0.09212496684159675
55,11,3,-0.46062448336747136
56,0,5,-0.9129240015373493
56,1,2,0.20603916855464421
56,2,5,0.4985746578220163
56,3,4,0.6023533313533203
56,4,3,1.546384488768314
56,5,4,0.1519642807186048
56,6,4,-0.6744992511960317
56,7,4,-0.9784521638550365
56,8,2,-0.6687307529154193
56,9,4,-1.2307347010648664
56,10,2,-0.9820035001520041
56,11,3,-1.961076233257695
57,0,2,-0.09829779551689756
57,1,4,0.6198526673914674
57,2,2,0.3569237117476556
57,3,2,-0.40589162145498003
57,4,4,1.1675964170970934
57,5,3,0.9197094644479156
57,6,3,1.4244425615147511
57,7,3,0.3865369169206616
57,8,2,0.9667103961090925
57,9,2,-1.178088518423248
57,10,2,1.34974742487366
57,11,5,0.8464406558144978
58,0,3,-0.653078723969818
58,1,3,1.256478744462486
58,2,4,1.537760481145644
58,3,4,-0.17374593712798492
58,4,5,1.3165657808590123
58,5,4,0.7566973172495304
58,6,2,-0.3800713976001871
58,7,2,1.4575078638206782
58,8,2,0.9692407667465568
58,9,5,2.976222547945667
58,10,2,0.624539417788623
58,11,4,0.6086467466582738
59,0,4,-0.9321115708233696
59,1,2,0.3209769487452694
59,2,4,-0.01300012480798289
59,3,2,-0.40011074578268013
59,4,4,1.4297084838456287
59,5,4,-0.6890736062998194
59,6,2,1.1552477985708756
59,7,2,-2.1241688494880995
59,8,3,-1.0259011636506148
59,9,5,0.9362854877220652
59,10,2,-1.8758717671913208
59,11,4,1.0577038942270152
60,0,4,0.3684842409811879
60,1,2,0.5997540817809867
60,2,3,-1.008471058654872
60,3,2,1.2190988812758743
60,4,4,-1.7433555412625865
60,5,2,2.6495805667749712
60,6,2,-1.5519693238933108
60,7,5,0.9379640276198777
60,8,2,1.720624706097712
60,9,4,0.1523486934908287
60,10,2,0.22809400138777466
60,11,2,-0.4451715103193997
61,0,6,-1.445684885586038
61,1,3,-1.5631718149821436
61,2,3,-1.2514681255467635
61,3,2,0.6629575234382618
61,4,3,-0.2728173118400691
61,5,2,-1.0035431362188467
61,6,3,-0.3377935099168952
61,7,4,-0.4369339587385533
61,8,3,-0.58336469284867
61,9,4,-1.043109881541371
61,10,2,0.6585976037659815
61,11,5,2.0140597573151258
62,0,4,-0.4215621665791336
62,1,5,0.42298765194252175
62,2,4,-1.2495931324745766
62,3,4,-0.2337175523087627
62,4,3,1.6374510849741644
62,5,4,-1.6701035079657178
62,6,4,-3.0666978142469485
62,7,2,0.5688896418458519
62,8,5,-1.5414041618654402
62,9,2,1.31480239267686
62,10,2,1.5034249866801146
62,11,5,2.6879746197326466
63,0,4,-0.8718754675393181
63,1,3,-2.1180653896963735
63,2,2,-2.571065939547762
63,3,3,0.3543209717227978
63,4,4,-0.3543945880793485
63,5,4,0.5582261441546967
63,6,3,0.1893859040772533
63,7,3,0.7197775269912513
63,8,3,2.0529024432970386
63,9,3,-0.16270400035896995
63,10,2,0.3017638468996558
63,11,4,2.3032513684916474
64,0,3,-0.6092183792378498
64,1,6,-1.2156406456304465
64,2,3,-0.08844763068347929
64,3,3,1.939105561395796
64,4,3,-0.10344428775497554
64,5,6,-1.010826226670141
64,6,4,-0.20606452746025528
64,7,4,-0.3990552067390066
64,8,5,-0.2684097310988024
64,9,7,-2.3485370304461934
64,10,2,0.7187399063217916
64,11,2,-1.9339315543727942
65,0,4,-1.7261311686101215
65,1,6,0.5424440580599209
65,2,2,-1.6093136984122134
65,3,2,0.08850307960636064
65,4,5,-0.5525806043318388
65,5,4,0.7515792774965655
65,6,4,0.14693869651184027
65,7,5,-0.3755188477558855
65,8,3,-0.3329216787815032
65,9,5,1.8415765836438664
65,10,2,-1.3669281154494217
65,11,4,1.398393301025662
66,0,5,1.370428939328124
66,1,2,0.8123283899853725
66,2,4,0.592682449798783
66,3,4,0.4595314739472204
66,4,3,-0.19822433671265033
66,5,3,0.07033873223051665
66,6,2,0.7508217715862181
66,7,2,1.2835723861030242
66,8,3,2.841960887524999
66,9,4,2.2462793420361225
66,10,2,0.9499942174382952
66,11,4,3.627289749313043
67,0,6,1.1565875503123704
67,1,2,-0.4992050342444627
67,2,2,0.74971695251311
67,3,3,-1.498315467676135
67,4,3,-1.2981861965357122
67,5,2,0.9350869833380595
67,6,2,-2.5083445250790954
67,7,2,0.6925007707946155
67,8,2,0.486468462603457
67,9,4,-1.350323392270908
67,10,2,-0.37765036874408053
67,11,6,0.1749491081315175
68,0,4,1.8721563537608295
68,1,2,0.19442427175393623
68,2,2,0.7704011861425155
68,3,2,1.4530539572293266
68,4,4,-0.17137172330242811
68,5,2,-0.367061919893153
68,6,2,1.4066393508750055
68,7,3,1.3603779087936465
68,8,2,-0.7890514280176766
68,9,2,-0.041834441072753095
68,10,2,1.1069897927816086
68,11,5,0.23399372874058372
69,0,4,-0.853171985406233
69,1,5,-0.09053178621695482
69,2,3,-1.2225303118087056
69,3,3,1.710920096619698
69,4,2,0.4600813035075417
69,5,5,0.17978377451730262
69,6,2,0.8789145595680254
69,7,3,-1.3690441954571086
69,8,4,1.954820253822487
69,9,5,-1.3178670990076968
69,10,2,1.2214749479965348
69,11,2,0.26824397075412865
70,0,4,-0.1345811793602691
70,1,3,0.6738883852959883
70,2,3,1.3051185281005213
70,3,3,0.4636515047747285
70,4,3,0.5506692542626981
70,5,2,0.23875972928368783
70,6,2,0.1527361516399648
70,7,3,1.237901311269891
70,8,3,1.4133395428386735
70,9,4,1.7892277560885705
70,10,2,-0.7241315235277146
70,11,4,0.7948791183587108
71,0,3,0.7151978058377617
71,1,5,1.89575752757351
71,2,2,3.488008737759662
71,3,5,0.7692537145099451
71,4,2,0.8344436569238829
71,5,3,1.272390485270242
71,6,2,-0.17276298367852008
71,7,3,2.1619838307717933
71,8,2,-0.12193958678079314
71,9,2,0.5812974070977444
71,10,2,-0.45002537454138336
71,11,5,1.1502701791500758
72,0,4,-0.7121984772364197
72,1,4,0.9875453299090903
72,2,2,2.621820125771984
72,3,3,2.6066780880152063
72,4,2,-2.3374717401739797
72,5,3,0.2449014210381222
72,6,3,1.4322539378321497
72,7,3,1.9329783041009776
72,8,4,1.6109007802341062
72,9,4,3.411667017810771
72,10,2,-0.022477263565442926
72,11,4,5.510657325202407
73,0,5,1.0641392230949824
73,1,2,0.8734893673362001
73,2,4,2.070740129625965
73,3,3,0.4494062283861371
73,4,4,2.227052775275853
73,5,5,1.0601088125746825
73,6,4,2.695125888889632
73,7,3,2.5735007520326207
73,8,2,1.5735886255400942
73,9,2,1.2917467092183774
73,10,2,1.7542951986479127
73,11,4,2.222479524418058
74,0,5,-0.3320873473265734
74,1,5,0.8877286526579304
74,2,2,0.602982231949058
74,3,2,-0.8345748194471536
74,4,4,0.4106289055164728
74,5,3,0.409723202305203
74,6,3,-0.48877632386980785
74,7,4,-0.01819817676915339
74,8,4,1.1946936226443943
74,9,5,-0.12963544523635231
74,10,2,1.3731862619590172
74,11,3,3.8974284126241665
75,0,6,0.6377655743189432
75,1,2,0.08953490144661998
75,2,3,0.19418408188675268
75,3,4,1.678320973742753
75,4,3,-1.2478528859437077
75,5,2,0.007049318287189715
75,6,4,1.8077134714669711
75,7,2,1.2744622355561446
75,8,6,1.2212613076824885
75,9,2,0.5188864665996142
75,10,2,0.25391182381925453
75,11,4,1.9923707646259685
76,0,3,-1.3936095049153998
76,1,4,0.3012156187362824
76,2,3,0.08155955873845999
76,3,2,0.9236419649957737
